id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
0,0,1,0,1,4291596,1000,1,1000,144,0,1
1,0,0,1,0,45708404,1000,1,1000,144,0,1
2,1,3,2,1,841085,0,1,1000,144,0,4
3,1,2,1,2,19158915,1000,1,1000,144,0,4
4,2,5,2,1,1443619,0,1,1000,144,0,0
5,2,4,1,2,18556381,1000,1,1000,144,0,0
6,3,7,3,2,1081093,49,9000,1000,30,0,0
7,3,6,2,3,103918907,0,0,1000,9,0,2
8,4,9,2,4,1289011,0,0,1000,18,0,3
9,4,8,4,2,18710989,1000,1,1000,144,0,3
10,5,11,2,5,1702317,0,0,1000,18,0,0
11,5,10,5,2,20297683,1000,1,1000,144,0,2
12,6,13,2,6,2738119,0,1000,1000,18,0,1
13,6,12,6,2,41261881,49,10,1000,144,0,0
14,7,15,7,8,353489,1000,10,1000,14,0,1
15,7,14,8,7,6435511,10,1,0,14,0,1
16,8,17,9,10,8666808,1000,1,1000,144,0,2
17,8,16,10,9,87687192,1000,1,1000,144,0,0
18,9,19,9,10,7269360,1000,1,1000,144,0,0
19,9,18,10,9,242730640,1000,1,1000,144,0,0
20,10,21,11,4,491189,1000,1,1000,144,0,3
21,10,20,4,11,34135811,1000,1,1000,144,0,3
22,11,23,8,12,2319671,200,1,1000,40,0,3
23,11,22,12,8,61554329,1000,1,1000,144,0,0
24,12,25,10,8,5771871,1000,1,1000,144,0,0
25,12,24,8,10,144228129,200,1,1000,40,0,0
26,13,27,13,10,4023799,1000,1000,1000,40,0,0
27,13,26,10,13,145976201,1000,1,1000,144,0,0
28,14,29,6,4,522228,49,10,1000,144,0,0
29,14,28,4,6,11614772,1000,1,1000,144,0,0
30,15,31,14,15,69552,5000,50,0,144,0,0
31,15,30,15,14,1930448,1000,10,1000,14,0,0
32,16,33,16,15,127483,0,1,0,144,0,3
33,16,32,15,16,1872517,1000,10,1000,14,0,3
34,17,35,2,17,9244176,0,1,1000,144,0,8
35,17,34,17,2,190755824,100,1,1000,144,0,2
36,18,37,16,18,284795,0,1,0,144,0,1
37,18,36,18,16,3048205,1000,10,1000,14,0,3
38,19,39,2,19,9243879,0,0,1000,18,0,1
39,19,38,19,2,98996121,1000,1,1000,144,0,1
40,20,41,20,21,3015569,1,100,1000,40,0,0
41,20,40,21,20,234912431,1000,1,900,144,0,0
42,21,43,22,23,122413,0,1,0,144,0,0
43,21,42,23,22,977587,1000,10,1000,14,0,1
44,22,45,16,24,169036653,0,1,1000,144,0,0
45,22,44,24,16,1662220347,800,1,1000,144,0,1
46,23,47,3,25,6790445,49,9000,0,30,0,0
47,23,46,25,3,93209555,1000,10,1000,14,0,0
48,24,49,26,10,28944072,5000,3000,1000,288,0,0
49,24,48,10,26,271055928,1000,1,1000,144,0,0
50,25,51,27,28,1472361,1000,1,0,144,0,0
51,25,50,28,27,18527639,1000,10,1000,14,0,4
52,26,53,29,8,1085909,1000,10,1000,14,0,3
53,26,52,8,29,8914091,100,1,0,144,0,5
54,27,55,27,25,11713183,1000,1,0,144,0,1
55,27,54,25,27,288286817,1000,10,1000,14,0,1
56,28,57,30,22,3540714,1000,1,1000,144,0,0
57,28,56,22,30,186281286,0,1,1000,144,0,2
58,29,59,3,31,130797451,49,9000,1000,30,0,0
59,29,58,31,3,1369202549,0,1,1000,14,0,1
60,30,61,8,32,4820171,200,1,1000,40,0,0
61,30,60,32,8,45179829,1000,10,1000,14,0,0
62,31,63,10,32,4921973,1000,1,0,144,0,0
63,31,62,32,10,45078027,1000,10,1000,14,0,0
64,32,65,3,32,2072022,49,9000,0,30,0,0
65,32,64,32,3,47927978,1000,10,1000,14,0,0
66,33,67,24,32,1697048,1000,10,0,144,0,0
67,33,66,32,24,48302952,1000,10,1000,14,0,0
68,34,69,33,32,3698493,0,0,1,40,0,0
69,34,68,32,33,46301507,1000,10,1000,14,0,0
70,35,71,2,34,1265536,0,1000,1000,18,0,0
71,35,70,34,2,94727464,100,1,1000,144,0,1
72,36,73,24,35,4199829,800,1,1000,144,0,2
73,36,72,35,24,152725171,1000,1,1000,144,0,1
74,37,75,36,4,9234731,1000,1,1000,144,0,0
75,37,74,4,36,876670269,1000,1,1000,144,0,2
76,38,77,37,33,3419060,1000,10,1000,14,0,3
77,38,76,33,37,46580940,0,0,1,40,0,1
78,39,79,38,4,124702936,1000,1,1000,144,0,1
79,39,78,4,38,9872847064,1000,1,1000,144,0,1
80,40,81,33,39,8110421,0,0,1,40,0,0
81,40,80,39,33,91889579,1000,10,1000,14,0,0
82,41,83,21,40,31356174,1000,1,1000,14,0,0
83,41,82,40,21,326526826,1000,1900,1000,144,0,0
84,42,85,41,40,92871681,1000,1,1000,144,0,0
85,42,84,40,41,1907128319,1000,1900,1000,144,0,0
86,43,87,42,43,1133000,1000,10,1000,14,0,1
87,43,86,43,42,56167000,1,1,1000,4,0,3
88,44,89,44,40,45386989,1000,1,1000,144,0,4
89,44,88,40,44,881737011,1000,1900,1000,144,0,0
90,45,91,8,45,1686932,200,1,1000,40,0,1
91,45,90,45,8,18313068,1000,1,1000,144,0,0
92,46,93,33,40,134630277,0,0,1000,40,0,2
93,46,92,40,33,1865369723,1000,1900,1000,144,0,2
94,47,95,43,39,6077969,1,1,1000,4,0,0
95,47,94,39,43,173922031,1000,10,1000,14,0,0
96,48,97,22,39,12008640,0,1,1000,144,0,0
97,48,96,39,22,267991360,1000,10,1000,14,0,0
98,49,99,46,6,8315133,1000,1,1000,144,0,0
99,49,98,6,46,438943867,49,10,1000,144,0,0
100,50,101,47,8,3335650,1000,1,1000,144,0,0
101,50,100,8,47,33640350,200,1,1000,40,0,2
102,51,103,48,21,2415197,749,484,1000,144,0,0
103,51,102,21,48,1597584803,1000,1,1000,144,0,0
104,52,105,49,40,11698956,100,100,1000,144,0,0
105,52,104,40,49,188301044,1000,1900,1000,144,0,1
106,53,107,24,39,10446591,1000,10,0,144,0,0
107,53,106,39,24,319553409,1000,10,1000,14,0,0
108,54,109,46,39,9388169,1000,1,1000,144,0,0
109,54,108,39,46,170611831,1000,10,1000,14,0,0
110,55,111,50,8,10911934,1000,600,1000,40,0,0
111,55,110,8,50,216474066,200,1,1000,40,0,0
112,56,113,46,51,1718296,1000,1,1000,144,0,1
113,56,112,51,46,18281704,1000,1,1000,144,0,0
114,57,115,46,51,1008215,1000,1,1000,144,0,0
115,57,114,51,46,18991785,1000,1,1000,144,0,0
116,58,117,2,52,31412131,0,1000,1000,9,0,0
117,58,116,52,2,468587869,1000,1,1000,144,0,0
118,59,119,53,40,12711277,1000,1,1000,144,0,2
119,59,118,40,53,178070723,1000,1900,1000,144,0,3
120,60,121,54,55,8996143,1000,1,1000,144,0,3
121,60,120,55,54,80144857,1000,1,1000,144,0,5
122,61,123,54,56,11542488,1000,1,1000,144,0,0
123,61,122,56,54,121009512,1000,10,1000,14,0,1
124,62,125,54,57,3639646,1000,1,1000,144,0,0
125,62,124,57,54,196360354,1000,10,1000,14,0,4
126,63,127,58,40,82702602,1000,1,1000,144,0,0
127,63,126,40,58,897297398,1000,1900,1000,144,0,0
128,64,129,59,60,9262033,1000,1,1000,144,0,0
129,64,128,60,59,123502967,100,10,1000,144,0,0
130,65,131,58,61,342356,1000,1,1000,144,0,0
131,65,130,61,58,33660644,1000,1000,1000,4,0,0
132,66,133,62,63,101204713,850,84,1000,142,0,0
133,66,132,63,62,1898794287,0,1,1000,144,0,1
134,67,135,63,64,70114284,0,1,1000,144,0,0
135,67,134,64,63,929885716,1000,1,1000,144,0,0
136,68,137,54,65,16623216,1000,1,1000,144,0,2
137,68,136,65,54,158373784,1000,10,1000,14,0,2
138,69,139,54,66,995350,1000,1,1000,144,0,0
139,69,138,66,54,182495650,1000,1000,1000,144,0,0
140,70,141,54,67,179448,1000,1,1000,144,0,2
141,70,140,67,54,126011552,1000,1,1000,144,0,1
142,71,143,46,51,1141945,1000,1,1000,144,0,0
143,71,142,51,46,18858055,1000,1,1000,144,0,0
144,72,145,46,51,1964729,1000,1,1000,144,0,0
145,72,144,51,46,18035271,1000,1,1000,144,0,0
146,73,147,46,68,2007320,1000,1,1000,144,0,5
147,73,146,68,46,57992680,1000,1,1000,144,0,3
148,74,149,69,24,17235414,1000,1,1000,144,0,0
149,74,148,24,69,165283586,800,1,1000,144,0,1
150,75,151,46,51,1921218,1000,1,1000,144,0,0
151,75,150,51,46,18078782,1000,1,1000,144,0,0
152,76,153,63,70,28340840,0,1,1000,144,0,1
153,76,152,70,63,971659160,1000,1,1000,144,0,0
154,77,155,56,8,105162,1000,10,1000,14,0,1
155,77,154,8,56,39894838,200,1,1000,40,0,1
156,78,157,54,71,40676823,1000,1,1000,144,0,3
157,78,156,71,54,439323177,1000,1,1000,144,0,0
158,79,159,54,72,3674450,1000,1,1000,144,0,2
159,79,158,72,54,173041550,1000,10,1000,14,0,2
160,80,161,54,73,9267171,1000,1,1000,144,0,2
161,80,160,73,54,244169829,1000,1,1000,144,0,2
162,81,163,54,74,15268548,1000,1,1000,144,0,0
163,81,162,74,54,207004452,1000,10,1000,14,0,0
164,82,165,46,45,4173579,1000,1,1000,144,0,1
165,82,164,45,46,245826421,1000,1,1000,144,0,0
166,83,167,75,17,20045108,1000,1,1000,144,0,0
167,83,166,17,75,979954892,100,1,1000,144,0,2
168,84,169,76,77,93470885,1000,1,1000,144,0,0
169,84,168,77,76,906529115,1000,1700,1000,30,0,1
170,85,171,2,78,2158761,0,0,1000,9,0,2
171,85,170,78,2,97841239,1000,1,1000,144,0,0
172,86,173,76,5,40347545,1000,1,1000,144,0,0
173,86,172,5,76,959652455,1000,1,1000,144,0,0
174,87,175,79,63,3881612,1000,1,1000,144,0,0
175,87,174,63,79,296118388,0,1,1000,144,0,0
176,88,177,24,80,8979178,800,10,1000,144,0,1
177,88,176,80,24,191020822,1000,10,1000,14,0,1
178,89,179,54,66,7624678,1000,1,1000,144,0,0
179,89,178,66,54,192375322,1000,1000,1000,144,0,0
180,90,181,46,45,6331072,1000,1,1000,144,0,0
181,90,180,45,46,93668928,1000,1,1000,144,0,0
182,91,183,33,81,8533933,0,0,1,40,0,1
183,91,182,81,33,91466067,1000,100,1000,144,0,1
184,92,185,82,54,931856,1000,1,1000,144,0,1
185,92,184,54,82,23157144,1000,1,1000,144,0,2
186,93,187,24,83,22558786,800,10,1000,144,0,0
187,93,186,83,24,477441214,1000,10,1000,14,0,1
188,94,189,84,54,13048213,1000,1,1000,144,0,0
189,94,188,54,84,162315787,1000,1,1000,144,0,0
190,95,191,54,85,53591210,1000,1,1000,144,0,1
191,95,190,85,54,799033790,1000,1,1000,144,0,4
192,96,193,46,49,24044741,1000,1,1000,144,0,1
193,96,192,49,46,875955259,100,100,1000,144,0,0
194,97,195,54,86,88671269,1000,1,1000,144,0,0
195,97,194,86,54,911328731,20,4,1000,40,0,0
196,98,197,87,24,27668745,1,8,1,64,0,1
197,98,196,24,87,322331255,800,8,1000,144,0,0
198,99,199,54,40,14330219,1000,1,1000,144,0,1
199,99,198,40,54,197917781,1000,1900,1000,144,0,0
200,100,201,8,88,4259488,200,1,1000,40,0,0
201,100,200,88,8,45740512,1000,10,1000,14,0,3
202,101,203,66,8,17448271,1000,1000,1000,144,0,1
203,101,202,8,66,482551729,200,1,1000,40,0,1
204,102,205,89,87,29658100,1000,10,1,14,0,2
205,102,204,87,89,470341900,1,19,1,40,0,1
206,103,207,89,1,19392969,1000,10,1000,14,0,0
207,103,206,1,89,480607031,1000,1,1000,144,0,0
208,104,209,90,24,6817331,1000,1,1000,144,0,2
209,104,208,24,90,80522669,800,1,1000,144,0,2
210,105,211,54,80,4410546,1000,1,1000,144,0,0
211,105,210,80,54,295589454,1000,10,1000,14,0,0
212,106,213,80,1,9060421,1000,10,1000,14,0,0
213,106,212,1,80,290939579,1000,1,1000,144,0,0
214,107,215,10,80,18265370,1000,1,1000,144,0,0
215,107,214,80,10,281734630,1000,10,1000,14,0,0
216,108,217,87,80,4866302,1,19,1,40,0,1
217,108,216,80,87,395133698,1000,10,1,14,0,2
218,109,219,27,80,36978741,1000,1,1000,144,0,0
219,109,218,80,27,363021259,1000,10,1000,14,0,0
220,110,221,54,91,25885738,1000,1,1000,144,0,0
221,110,220,91,54,239982262,1000,1,1000,144,0,1
222,111,223,87,49,19917063,1,8,1,64,0,1
223,111,222,49,87,641582937,100,100,1000,144,0,0
224,112,225,54,92,26544388,1000,1,1000,144,0,0
225,112,224,92,54,246654612,1000,1,1000,144,0,0
226,113,227,87,93,256598,1,8,1,64,0,1
227,113,226,93,87,101743402,1000,1,1000,144,0,1
228,114,229,94,95,1391506655,1000,1,1000,144,0,0
229,114,228,95,94,15385708345,1000,1,1000,144,0,0
230,115,231,54,96,19600078,1000,1,1000,144,0,1
231,115,230,96,54,220156922,1000,100,1000,144,0,1
232,116,233,33,97,843304,0,0,1000,40,0,1
233,116,232,97,33,69436696,1000,1,1000,144,0,0
234,117,235,98,77,37553328,1000,1,1000,20,0,0
235,117,234,77,98,461211672,1000,1700,1000,30,0,0
236,118,237,98,99,31095997,1000,1,1000,20,0,1
237,118,236,99,98,467669003,1000,1,1000,144,0,3
238,119,239,95,40,185156963,1000,1,1000,144,0,0
239,119,238,40,95,3814843037,1000,1900,1000,144,0,0
240,120,241,40,12,42446235,1000,1900,1000,144,0,0
241,120,240,12,40,457553765,1000,1,1000,144,0,0
242,121,243,100,1,2299759,1000,10,1000,144,0,0
243,121,242,1,100,28731241,1000,1,1000,144,0,0
244,122,245,101,102,5548943,2000,2,1000,144,0,1
245,122,244,102,101,410756057,1000,1,1000,144,0,1
246,123,247,12,1,199047272,1000,1,1000,144,0,0
247,123,246,1,12,5393325728,1000,1,1000,144,0,0
248,124,249,87,103,3607054,1,8,1,64,0,1
249,124,248,103,87,301950946,1000,1,1000,144,0,0
250,125,251,104,10,11641901,1000,1,1000,144,0,0
251,125,250,10,104,143187099,1000,1,1000,144,0,0
252,126,253,105,12,434492260,1000,1,1000,144,0,0
253,126,252,12,105,12160374740,1000,1,1000,144,0,0
254,127,255,106,98,24342669,10000,10,1000,40,0,0
255,127,254,98,106,474422331,1000,1,1000,20,0,0
256,128,257,107,5,1198445,1000,1,1000,144,0,0
257,128,256,5,107,27206555,1000,1,1000,144,0,0
258,129,259,46,108,7756460,1000,1,1000,144,0,0
259,129,258,108,46,192243540,1000,1,1000,144,0,0
260,130,261,54,46,3783953,1000,1,1000,144,0,6
261,130,260,46,54,263577047,1000,1,1000,144,0,5
262,131,263,66,109,6904984,1000,1,1000,144,0,0
263,131,262,109,66,93095016,1000,1,1000,144,0,0
264,132,265,63,109,9533213,0,1,1000,144,0,1
265,132,264,109,63,90466787,1000,1,1000,144,0,0
266,133,267,87,110,179295395,1,8,1,64,0,2
267,133,266,110,87,1820704605,1000,1,1000,144,0,2
268,134,269,87,109,11850616,1,8,1,64,0,1
269,134,268,109,87,150149384,1000,1,1000,144,0,1
270,135,271,111,10,13653031,1000,1,1000,144,0,0
271,135,270,10,111,134311969,1000,1,1000,144,0,0
272,136,273,87,112,2142300,1,8,1,64,0,0
273,136,272,112,87,22857700,1000,1,1000,144,0,0
274,137,275,87,76,15210128,1,8,1,64,0,1
275,137,274,76,87,234789872,1000,1,1000,144,0,1
276,138,277,87,6,9301473,1,8,1,64,0,1
277,138,276,6,87,90698527,49,10,1000,144,0,0
278,139,279,54,113,2520582,1000,1,1000,144,0,4
279,139,278,113,54,41978418,1000,1,1000,144,0,2
280,140,281,54,114,1532428,1000,1,1000,144,0,2
281,140,280,114,54,18467572,1000,1,1000,144,0,1
282,141,283,109,17,14694465,1000,1,1000,144,0,0
283,141,282,17,109,185305535,100,1,1000,144,0,1
284,142,285,109,77,7266006,1000,1,1000,144,0,0
285,142,284,77,109,292733994,1000,1700,1000,30,0,0
286,143,287,87,115,768830529,1,8,1,64,0,1
287,143,286,115,87,9231169471,1000,1,1000,144,0,0
288,144,289,54,116,14864199,1000,1,1000,144,0,0
289,144,288,116,54,485135801,1000,1,1000,144,0,3
290,145,291,117,4,13583438,1000,10,1000,14,0,1
291,145,290,4,117,304416562,1000,1,1000,144,0,1
292,146,293,118,119,6806788,1000,1,1000,144,0,0
293,146,292,119,118,116199212,490,1,1000,144,0,0
294,147,295,54,120,76498269,1000,1,1000,144,0,1
295,147,294,120,54,1123501731,1000,1,1000,144,0,1
296,148,297,121,46,12402343,1000,1,1000,144,0,1
297,148,296,46,121,487597657,1000,1,1000,144,0,2
298,149,299,122,87,1083625,475,250,1000,144,0,0
299,149,298,87,122,298916375,1,8,1,64,0,1
300,150,301,9,109,7062355,1000,1,1000,144,0,1
301,150,300,109,9,192937645,1000,1,1000,144,0,0
302,151,303,123,4,59544998,1000,1,1000,144,0,0
303,151,302,4,123,1543214002,1000,1,1000,144,0,0
304,152,305,116,109,4818906,1000,1,1000,144,0,0
305,152,304,109,116,205106094,1000,1,1000,144,0,0
306,153,307,87,124,2257897,1,8,1,64,0,0
307,153,306,124,87,297742103,1000,1,1000,144,0,0
308,154,309,87,125,2140044,1,19,1,40,0,0
309,154,308,125,87,197859956,1000,100,1,144,0,0
310,155,311,46,126,4698282,1000,1,1000,144,0,0
311,155,310,126,46,43301718,1000,1,1000,144,0,2
312,156,313,127,46,33916003,1000,1,1000,144,0,0
313,156,312,46,127,366083997,1000,1,1000,144,0,1
314,157,315,54,127,2772623,1000,1,1000,144,0,1
315,157,314,127,54,285943377,1000,1,1000,144,0,0
316,158,317,127,46,31241150,1000,1,1000,144,0,0
317,158,316,46,127,368758850,1000,1,1000,144,0,0
318,159,319,127,46,2627394,1000,1,1000,144,0,0
319,159,318,46,127,397372606,1000,1,1000,144,0,0
320,160,321,127,46,4910633,1000,1,1000,144,0,0
321,160,320,46,127,395089367,1000,1,1000,144,0,0
322,161,323,115,128,3310678,1000,1,1000,144,0,0
323,161,322,128,115,46689322,500,1,1000,14,0,1
324,162,325,46,109,12941468,1000,1,1000,144,0,1
325,162,324,109,46,187058532,1000,1,1000,144,0,0
326,163,327,127,115,14257531,1000,1,1000,144,0,1
327,163,326,115,127,385742469,1000,1,1000,144,0,0
328,164,329,58,129,8611393,1000,1,1000,144,0,0
329,164,328,129,58,91388607,1000,100,1000,144,0,0
330,165,331,54,33,13056539,1000,1,1000,144,0,5
331,165,330,33,54,213531461,0,0,1000,40,0,19
332,166,333,129,130,1779425,1000,100,1000,144,0,6
333,166,332,130,129,98220575,1,1,1000,40,0,3
334,167,335,40,108,10400777,1000,1900,1000,144,0,0
335,167,334,108,40,189599223,1000,1,1000,144,0,0
336,168,337,131,8,3942854,1000,1,1000,144,0,0
337,168,336,8,131,82884146,200,1,1000,40,0,0
338,169,339,132,2,153654,1000,1000,1000,40,0,1
339,169,338,2,132,29846346,0,1000,1000,18,0,0
340,170,341,46,24,21484646,1000,1,1000,144,0,1
341,170,340,24,46,228515354,800,1,1000,144,0,0
342,171,343,115,108,769327,1000,1,1000,144,0,0
343,171,342,108,115,199230673,1000,1,1000,144,0,0
344,172,345,76,77,90553332,1000,1,1000,144,0,0
345,172,344,77,76,909446668,1000,1700,1000,30,0,0
346,173,347,24,75,28724802,800,1,1000,144,0,0
347,173,346,75,24,271275198,1000,1,1000,144,0,1
348,174,349,33,77,390766294,0,0,1000,40,0,3
349,174,348,77,33,4609233706,1000,1700,1000,30,0,0
350,175,351,46,33,277740303,1000,1,1000,144,0,2
351,175,350,33,46,4722259697,0,0,1000,40,0,1
352,176,353,54,133,2912830,1000,1,1000,144,0,0
353,176,352,133,54,73811170,1000,1,1000,144,0,3
354,177,355,46,93,11105940,1000,1,1000,144,0,0
355,177,354,93,46,288894060,1000,1,1000,144,0,1
356,178,357,54,131,49,1000,1,1000,144,0,0
357,178,356,131,54,23401951,1000,1,1000,144,0,0
358,179,359,134,24,424793,1000,10,1000,14,0,1
359,179,358,24,134,19575207,800,10,1000,144,0,0
360,180,361,134,46,972452,1000,10,1000,14,0,1
361,180,360,46,134,19027548,1000,1,1000,144,0,0
362,181,363,54,129,9742059,1000,1,1000,144,0,0
363,181,362,129,54,90257941,1000,100,1000,144,0,1
364,182,365,87,135,16141227,1,19,1,40,0,2
365,182,364,135,87,183858773,1000,10,1,14,0,2
366,183,367,136,10,1096344,1000,1,1000,144,0,0
367,183,366,10,136,18903656,1000,1,1000,144,0,0
368,184,369,136,109,797982,1000,1,1000,144,0,1
369,184,368,109,136,19202018,1000,1,1000,144,0,0
370,185,371,87,137,3813200,1,8,1,64,0,0
371,185,370,137,87,41622800,1000,1,1000,144,0,0
372,186,373,10,108,12825345,1000,1,1000,144,0,0
373,186,372,108,10,187174655,1000,1,1000,144,0,0
374,187,375,4,108,8001463,1000,1,1000,144,0,0
375,187,374,108,4,191998537,1000,1,1000,144,0,0
376,188,377,40,108,1341285,1000,1900,1000,144,0,0
377,188,376,108,40,198658715,1000,1,1000,144,0,0
378,189,379,24,108,12898673,800,1,1000,144,0,0
379,189,378,108,24,187101327,1000,1,1000,144,0,0
380,190,381,87,108,8853233,1,8,1,64,0,0
381,190,380,108,87,191146767,1000,1,1000,144,0,0
382,191,383,10,108,764996,1000,1,1000,144,0,0
383,191,382,108,10,199235004,1000,1,1000,144,0,0
384,192,385,138,33,548728,1000,1,1000,144,0,4
385,192,384,33,138,28633272,0,0,1000,40,0,2
386,193,387,54,139,21739696,1000,1,1000,144,0,1
387,193,386,139,54,217777304,489,1000,1000,144,0,0
388,194,389,54,24,23221428,1000,1,1000,144,0,1
389,194,388,24,54,476778572,800,1,1000,144,0,0
390,195,391,24,77,28938998,800,1000,1000,144,0,0
391,195,390,77,24,471061002,1000,1700,1000,30,0,0
392,196,393,54,140,15212991,1000,1,1000,144,0,3
393,196,392,140,54,264001009,1,1,1000,10,0,0
394,197,395,46,137,3176969,1000,1,1000,144,0,0
395,197,394,137,46,96823031,1000,1,1000,144,0,0
396,198,397,141,49,16074199,1000,100,1000,144,0,0
397,198,396,49,141,283925801,100,100,1000,144,0,0
398,199,399,54,142,1266962,1000,1,1000,144,0,1
399,199,398,142,54,18733038,1000,1,1000,144,0,3
400,200,401,54,143,527640,1000,1,1000,144,0,1
401,200,400,143,54,49472360,1000,10,1000,14,0,3
402,201,403,87,144,14790863,1,19,1,40,0,3
403,201,402,144,87,385209137,1000,10,1,14,0,2
404,202,405,54,144,678829,1000,1,1000,144,0,2
405,202,404,144,54,399321171,1000,10,1000,14,0,0
406,203,407,46,145,10132870,1000,1,1000,144,0,0
407,203,406,145,46,489867130,1000,100,1000,144,0,0
408,204,409,43,119,5893562,1,1,1000,4,0,0
409,204,408,119,43,86261438,490,1,1000,144,0,0
410,205,411,139,58,838765224,489,1000,1000,144,0,0
411,205,410,58,139,9161234776,1000,1,1000,144,0,0
412,206,413,54,107,144738994,1000,1,1000,144,0,0
413,206,412,107,54,16629997006,1000,1,1000,144,0,0
414,207,415,146,87,1398388,950,1,1,14,0,2
415,207,414,87,146,98601612,1,19,1,40,0,1
416,208,417,147,2,25709071,1000,1,1000,144,0,0
417,208,416,2,147,374168929,0,1000,1000,9,0,1
418,209,419,148,63,672055,1000,1,1000,144,0,2
419,209,418,63,148,19327945,0,1,1000,144,0,1
420,210,421,148,63,2925416,1000,1,1000,144,0,0
421,210,420,63,148,27074584,0,1,1000,144,0,0
422,211,423,148,63,2224915,1000,1,1000,144,0,0
423,211,422,63,148,27775085,0,1,1000,144,0,0
424,212,425,148,63,1851035,1000,1,1000,144,0,0
425,212,424,63,148,18148965,0,1,1000,144,0,0
426,213,427,148,63,3361237,1000,1,1000,144,0,0
427,213,426,63,148,37638763,0,1,1000,144,0,0
428,214,429,148,63,1157045,1000,1,1000,144,0,0
429,214,428,63,148,28842955,0,1,1000,144,0,0
430,215,431,54,149,1309412,1000,1,1000,144,0,0
431,215,430,149,54,18690588,1000,1,1000,144,0,1
432,216,433,87,149,17761759,1,8,1,64,0,0
433,216,432,149,87,182238241,1000,1,1000,144,0,0
434,217,435,149,130,1741009,1000,1,1000,144,0,1
435,217,434,130,149,18258991,1,1,1000,40,0,1
436,218,437,46,149,1565658,1000,1,1000,144,0,0
437,218,436,149,46,18434342,1000,1,1000,144,0,0
438,219,439,2,150,490365649,0,1000,1000,18,0,3
439,219,438,150,2,7509634351,99,1,1000,144,0,5
440,220,441,40,151,26420386,1000,1900,1000,144,0,0
441,220,440,151,40,473579614,2,2,1000,144,0,0
442,221,443,87,152,36380803,1,8,1,64,0,0
443,221,442,152,87,595121197,1000,1,1000,144,0,0
444,222,445,130,108,16162830,1,1,1000,40,0,0
445,222,444,108,130,183837170,1000,1,1000,144,0,0
446,223,447,87,108,9279526,1,8,1,64,0,0
447,223,446,108,87,190720474,1000,1,1000,144,0,0
448,224,449,8,108,10139179,200,1,1000,40,0,0
449,224,448,108,8,189860821,1000,1,1000,144,0,0
450,225,451,40,108,11969535,1000,1900,1000,144,0,0
451,225,450,108,40,188030465,1000,1,1000,144,0,0
452,226,453,33,108,6071055,0,0,1000,40,0,0
453,226,452,108,33,193928945,1000,1,1000,144,0,0
454,227,455,108,1,12797868,1000,1,1000,144,0,0
455,227,454,1,108,187202132,1000,1,1000,144,0,0
456,228,457,22,153,15704331,0,1,1000,144,0,0
457,228,456,153,22,484295669,1,1,1000,34,0,0
458,229,459,123,130,1218154953,1000,1,1000,144,0,0
459,229,458,130,123,11019042047,1,1,1000,40,0,0
460,230,461,54,154,3591498,1000,1,1000,144,0,1
461,230,460,154,54,146408502,1000,1,1000,144,0,0
462,231,463,54,155,52642,1000,1,1000,144,0,0
463,231,462,155,54,19947358,1000,1,1000,144,0,0
464,232,465,24,108,5775924,800,1,1000,144,0,0
465,232,464,108,24,194224076,1000,1,1000,144,0,0
466,233,467,139,108,18387597,489,1000,1000,144,0,0
467,233,466,108,139,181612403,1000,1,1000,144,0,0
468,234,469,46,45,65122321,1000,1,1000,144,0,0
469,234,468,45,46,934877679,1000,1,1000,144,0,0
470,235,471,156,48,116026090,1000,1,1000,144,0,0
471,235,470,48,156,3083973910,591,247,1000,144,0,0
472,236,473,10,108,17857050,1000,1,1000,144,0,0
473,236,472,108,10,182142950,1000,1,1000,144,0,0
474,237,475,157,116,11089470,1000,1,1000,144,0,0
475,237,474,116,157,988910530,1000,1,1000,144,0,1
476,238,477,40,108,15885376,1000,1900,1000,144,0,0
477,238,476,108,40,184114624,1000,1,1000,144,0,0
478,239,479,158,130,11341653,1000,1,1000,144,0,1
479,239,478,130,158,288658347,1,1,1000,40,0,0
480,240,481,46,158,35181344,1000,1,1000,144,0,1
481,240,480,158,46,464818656,1000,1,1000,144,0,1
482,241,483,159,58,5001519,1000,1,1000,144,0,1
483,241,482,58,159,94998481,1000,1,1000,144,0,3
484,242,485,160,161,19991740,490,10,0,14,0,0
485,242,484,161,160,241440260,431,1,0,14,0,0
486,243,487,2,162,4628290,0,1000,1000,9,0,0
487,243,486,162,2,43085710,500,13,1000,40,0,0
488,244,489,54,163,21732406,1000,1,1000,144,0,0
489,244,488,163,54,265608594,1000,650,1000,144,0,0
490,245,491,33,128,7109909,0,0,1,40,0,1
491,245,490,128,33,92890091,500,1,1000,14,0,2
492,246,493,54,164,1916634,1000,1,1000,144,0,2
493,246,492,164,54,18083366,1000,1,1000,144,0,4
494,247,495,165,24,10621880,1000,1,1,144,0,0
495,247,494,24,165,335056120,800,1,1000,144,0,0
496,248,497,54,166,20546505,1000,1,1000,144,0,3
497,248,496,166,54,242239495,1000,10,1000,14,0,0
498,249,499,54,164,11130914,1000,1,1000,144,0,0
499,249,498,164,54,246517086,1000,1,1000,144,0,0
500,250,501,150,162,563550,99,1,1000,144,0,0
501,250,500,162,150,22931450,500,13,1000,40,0,0
502,251,503,54,167,9580272,1000,1,1000,144,0,1
