id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
2873,1436,2872,227,516,242636909,0,0,1000,29,0,1
2874,1437,2875,583,60,50915769,1000,1,1000,144,0,4
2875,1437,2874,60,583,1449084231,100,10,1000,144,0,0
2876,1438,2877,584,513,64411708,1000,1,1000,144,0,0
2877,1438,2876,513,584,935588292,0,1,1000,144,0,0
2878,1439,2879,573,347,139787647,1000,1,1000,144,0,0
2879,1439,2878,347,573,1860212353,1,1,1000,144,0,0
2880,1440,2881,513,585,8930618,0,1,1000,144,0,1
2881,1440,2880,585,513,248069382,1000,1,1000,144,0,2
2882,1441,2883,511,130,8803441,1000,1,1000,144,0,0
2883,1441,2882,130,511,91196559,1,1,1000,40,0,0
2884,1442,2885,586,332,2249340,1000,1,1000,144,0,0
2885,1442,2884,332,586,41305660,1,1,1000,144,0,2
2886,1443,2887,539,342,10172628,1000,1,1000,144,0,0
2887,1443,2886,342,539,132076372,1,1,1000,144,0,0
2888,1444,2889,87,571,6467487,1,19,1000,40,0,0
2889,1444,2888,571,87,93532513,1000,1,1000,144,0,0
2890,1445,2891,54,571,3283278,1000,1,1000,144,0,0
2891,1445,2890,571,54,96716722,1000,1,1000,144,0,0
2892,1446,2893,576,513,123610389,1000,1,1000,144,0,0
2893,1446,2892,513,576,1876389611,0,1,1000,144,0,0
2894,1447,2895,513,527,22478430,0,1,1000,144,0,0
2895,1447,2894,527,513,477521570,1000,1,1000,144,0,0
2896,1448,2897,587,513,61131381,1000,1,1000,144,0,2
2897,1448,2896,513,587,586468619,0,1,1000,144,0,1
2898,1449,2899,513,521,660144701,0,1,1000,144,0,0
2899,1449,2898,521,513,15339855299,1000,1,1000,144,0,0
2900,1450,2901,570,355,26214301,20000,100,1000,144,0,0
2901,1450,2900,355,570,245625699,1,1,1000,144,0,1
2902,1451,2903,571,332,7574393,1000,1,1000,144,0,1
2903,1451,2902,332,571,92425607,1,1,1000,144,0,0
2904,1452,2905,571,340,1768013,1000,1,1000,144,0,0
2905,1452,2904,340,571,98231987,1,1,1000,144,0,0
2906,1453,2907,392,77,26203258,1000,1,1000,144,0,0
2907,1453,2906,77,392,4973796742,1000,1700,1000,30,0,0
2908,1454,2909,54,588,5223348,1000,1,1000,144,0,0
2909,1454,2908,588,54,58663652,1000,1,1000,144,0,0
2910,1455,2911,513,577,159424075,0,1,1000,144,0,1
2911,1455,2910,577,513,1840575925,1000,1,1000,144,0,3
2912,1456,2913,584,513,108132024,1000,1,1000,144,0,0
2913,1456,2912,513,584,1891867976,0,1,1000,144,0,0
2914,1457,2915,589,150,39834579,1000,1,1000,144,0,1
2915,1457,2914,150,589,741178421,99,1,1000,144,0,3
2916,1458,2917,54,469,30436925,1000,1,1000,144,0,0
2917,1458,2916,469,54,304037075,1000,1,1000,144,0,1
2918,1459,2919,555,556,25733290,1000,1,1000,144,0,0
2919,1459,2918,556,555,274266710,1000,1,1000,144,0,0
2920,1460,2921,8,326,72726652,200,1,1000,40,0,1
2921,1460,2920,326,8,927273348,1,1,1000,144,0,1
2922,1461,2923,58,8,44591409,1000,1,1000,144,0,0
2923,1461,2922,8,58,955408591,200,1,1000,40,0,0
2924,1462,2925,263,8,97978765,1000,1,1000,144,0,0
2925,1462,2924,8,263,902021235,200,1,1000,40,0,0
2926,1463,2927,348,590,211413364,1,1,1000,144,0,0
2927,1463,2926,590,348,2288586636,1000,1,1000,144,0,0
2928,1464,2929,342,590,60855158,1,1,1000,144,0,0
2929,1464,2928,590,342,2439144842,1000,1,1000,144,0,0
2930,1465,2931,227,590,92172005,0,0,1000,29,0,1
2931,1465,2930,590,227,2407827995,1000,1,1000,144,0,2
2932,1466,2933,54,532,29670458,1000,1,1000,144,0,0
2933,1466,2932,532,54,273808542,1000,1,1000,144,0,0
2934,1467,2935,54,591,10790714,1000,1,1000,144,0,2
2935,1467,2934,591,54,292667286,475,1,1000,144,0,1
2936,1468,2937,346,592,1645943,1,1,1000,144,0,3
2937,1468,2936,592,346,97932057,1000,1,1000,144,0,2
2938,1469,2939,593,58,5939793,1000,1,1000,144,0,0
2939,1469,2938,58,593,314218207,1000,1,1000,144,0,0
2940,1470,2941,54,484,86463469,1000,1,1000,144,0,0
2941,1470,2940,484,54,913536531,1000,1,1000,144,0,0
2942,1471,2943,54,484,29167120,1000,1,1000,144,0,0
2943,1471,2942,484,54,320832880,1000,1,1000,144,0,0
2944,1472,2945,594,350,670394927,850,42,1000,144,0,0
2945,1472,2944,350,594,8092605073,1,1,1000,144,0,0
2946,1473,2947,139,577,45135475,489,1000,1000,144,0,1
2947,1473,2946,577,139,754864525,1000,1,1000,144,0,0
2948,1474,2949,353,595,47884405,1,1,1000,144,0,0
2949,1474,2948,595,353,751737595,1000,1,1000,144,0,0
2950,1475,2951,356,370,139426155,1,1,1000,144,0,1
2951,1475,2950,370,356,1860573845,1000,1,1000,144,0,0
2952,1476,2953,596,513,2665727,1000,1,1000,144,0,0
2953,1476,2952,513,596,97334273,0,1,1000,144,0,0
2954,1477,2955,575,343,12970170,1000,1,1000,144,0,0
2955,1477,2954,343,575,287029830,1,1,1000,144,0,0
2956,1478,2957,550,332,1545819,1000,1,1000,144,0,1
2957,1478,2956,332,550,198454181,1,1,1000,144,0,0
2958,1479,2959,95,251,3127157,1000,1,1000,144,0,1
2959,1479,2958,251,95,144491843,1000,1,1000,144,0,0
2960,1480,2961,513,597,1184181,0,1,1000,144,0,2
2961,1480,2960,597,513,38815819,1000,1,1000,144,0,2
2962,1481,2963,598,326,18085835,1000,1,1000,144,0,1
2963,1481,2962,326,598,181914165,1,1,1000,144,0,0
2964,1482,2965,595,348,41222003,1000,1,1000,144,0,0
2965,1482,2964,348,595,558333997,1,1,1000,144,0,0
2966,1483,2967,494,87,18627870,1000,1,1000,144,0,3
2967,1483,2966,87,494,681372130,1,19,1000,40,0,1
2968,1484,2969,494,24,19906327,1000,1,1000,144,0,1
2969,1484,2968,24,494,680093673,800,1,1000,144,0,0
2970,1485,2971,494,461,32202759,1000,1,1000,144,0,0
2971,1485,2970,461,494,667797241,1000,1,1000,144,0,0
2972,1486,2973,501,332,41590717,1000,1,1000,144,0,0
2973,1486,2972,332,501,658409283,1,1,1000,144,0,0
2974,1487,2975,353,501,31598388,1,1,1000,144,0,0
2975,1487,2974,501,353,668401612,1000,1,1000,144,0,0
2976,1488,2977,501,348,14750449,1000,1,1000,144,0,0
2977,1488,2976,348,501,685249551,1,1,1000,144,0,0
2978,1489,2979,358,501,62819040,1,1,1000,144,0,0
2979,1489,2978,501,358,637180960,1000,1,1000,144,0,0
2980,1490,2981,46,501,11565776,1000,1,1000,144,0,0
2981,1490,2980,501,46,688434224,1000,1,1000,144,0,0
2982,1491,2983,349,501,69041688,1,1,1000,144,0,1
2983,1491,2982,501,349,630958312,1000,1,1000,144,0,1
2984,1492,2985,335,63,13025595,1000,23,1000,40,0,0
2985,1492,2984,63,335,319974405,1000,1,1000,144,0,0
2986,1493,2987,410,475,114411639,199,199,1000,40,0,0
2987,1493,2986,475,410,9885588361,1,800,1000,40,0,0
2988,1494,2989,2,392,11365401,0,1000,1000,18,0,0
2989,1494,2988,392,2,288634599,1000,1,1000,144,0,1
2990,1495,2991,54,595,7534120,1000,1,1000,144,0,0
2991,1495,2990,595,54,702915880,1000,1,1000,144,0,0
2992,1496,2993,599,342,560219791,1000,1,1000,144,0,1
2993,1496,2992,342,599,6939780209,1,1,1000,144,0,3
2994,1497,2995,468,600,24692977,1000,1,1000,144,0,0
2995,1497,2994,600,468,275307023,1000,1,1000,144,0,0
2996,1498,2997,31,513,31834353,1000,1,1000,144,0,0
2997,1498,2996,513,31,968165647,0,1,1000,144,0,1
2998,1499,2999,601,513,9931533,1000,1,1000,144,0,0
2999,1499,2998,513,601,520068467,0,1,1000,144,0,1
3000,1500,3001,98,335,155124204,1000,1,1000,20,0,0
3001,1500,3000,335,98,1844875796,1000,23,1000,40,0,0
3002,1501,3003,2,295,27710162,0,0,1000,18,0,1
3003,1501,3002,295,2,272289838,1000,1,1000,144,0,1
3004,1502,3005,2,461,5163405,0,1000,1000,18,0,0
3005,1502,3004,461,2,294836595,1000,1,1000,144,0,2
3006,1503,3007,602,513,1970964,1000,1,1000,144,0,1
3007,1503,3006,513,602,98029036,0,1,1000,144,0,1
3008,1504,3009,602,347,5842932,1000,1,1000,144,0,0
3009,1504,3008,347,602,94157068,1,1,1000,144,0,0
3010,1505,3011,342,602,8614939,1,1,1000,144,0,0
3011,1505,3010,602,342,91385061,1000,1,1000,144,0,0
3012,1506,3013,603,139,6244990,1000,1,1000,144,0,0
3013,1506,3012,139,603,93542010,489,1000,1000,144,0,1
3014,1507,3015,604,58,61594,1000,10,1000,34,0,1
3015,1507,3014,58,604,99943406,1000,1,0,144,0,0
3016,1508,3017,94,2,7980929,1000,1,1000,144,0,1
3017,1508,3016,2,94,292019071,0,0,1000,18,0,6
3018,1509,3019,352,282,18300332,1,1,1000,144,0,2
3019,1509,3018,282,352,560210668,1000,400,1000,144,0,0
3020,1510,3021,105,605,786265,1000,1,1000,144,0,0
3021,1510,3020,605,105,999213735,1000,1,1000,144,0,0
3022,1511,3023,343,606,744757082,1,1,1000,144,0,0
3023,1511,3022,606,343,16032457918,1000,1,1000,144,0,0
3024,1512,3025,342,606,1504378024,1,1,1000,144,0,1
3025,1512,3024,606,342,15272836976,1000,1,1000,144,0,1
3026,1513,3027,101,2,9756208,1000,1,1000,144,0,1
3027,1513,3026,2,101,290243792,0,1000,1000,18,0,0
3028,1514,3029,2,21,16030805,0,1000,1000,18,0,2
3029,1514,3028,21,2,283969195,1000,1,1000,144,0,1
3030,1515,3031,607,332,68368351,1000,1,1000,144,0,0
3031,1515,3030,332,607,686317649,1,1,1000,144,0,0
3032,1516,3033,570,345,18268,20000,100,1000,144,0,1
3033,1516,3032,345,570,24580732,1,1,1000,144,0,0
3034,1517,3035,27,608,6173075,1000,1,1000,144,0,1
3035,1517,3034,608,27,77466925,1000,1,1000,144,0,2
3036,1518,3037,2,10,19731410,0,0,1000,18,0,2
3037,1518,3036,10,2,280268590,1000,1,1000,144,0,6
3038,1519,3039,609,513,127503274,1000,1,1000,144,0,6
3039,1519,3038,513,609,1488265726,0,1,1000,144,0,3
3040,1520,3041,24,516,22765382,800,1,1000,144,0,0
3041,1520,3040,516,24,327234618,1000,1,1000,144,0,1
3042,1521,3043,2,139,28162924,0,1000,1000,18,0,1
3043,1521,3042,139,2,271837076,489,1000,1000,144,0,1
3044,1522,3045,610,513,68919151,1000,1,1000,144,0,0
3045,1522,3044,513,610,1365488849,0,1,1000,144,0,0
3046,1523,3047,87,611,95598824,1,19,1000,40,0,0
3047,1523,3046,611,87,2904401176,1000,1,1000,144,0,1
3048,1524,3049,612,513,49578773,1000,1,1000,144,0,2
3049,1524,3048,513,612,550421227,0,1,1000,144,0,2
3050,1525,3051,2,282,10931608,0,1000,1000,18,0,21
3051,1525,3050,282,2,289068392,1000,400,1000,144,0,0
3052,1526,3053,2,613,20189208,0,0,1000,18,0,0
3053,1526,3052,613,2,411171792,1000,1,1000,144,0,2
3054,1527,3055,220,513,488928543,500,10,1000,30,0,1
3055,1527,3054,513,220,4511071457,0,1,1,144,0,0
3056,1528,3057,76,227,2983932,1000,1,1000,144,0,3
3057,1528,3056,227,76,497016068,0,0,1000,29,0,1
3058,1529,3059,614,1,8071204,1000,1,1000,144,0,0
3059,1529,3058,1,614,91928796,1000,1,1000,144,0,0
3060,1530,3061,614,8,9408314,1000,1,1000,144,0,0
3061,1530,3060,8,614,90591686,200,1,1000,40,0,0
3062,1531,3063,614,54,1879235,1000,1,1000,144,0,0
3063,1531,3062,54,614,98120765,1000,1,1000,144,0,0
3064,1532,3065,54,600,15658605,1000,1,1000,144,0,0
3065,1532,3064,600,54,387297395,1000,1,1000,144,0,0
3066,1533,3067,227,4,46654425,0,0,1000,29,0,2
3067,1533,3066,4,227,453345575,1000,1,1000,144,0,5
3068,1534,3069,58,600,4979871,1000,1,1000,144,0,1
3069,1534,3068,600,58,95020129,1000,1,1000,144,0,0
3070,1535,3071,513,8,13730112,0,1,1000,144,0,4
3071,1535,3070,8,513,986269888,200,1,1000,40,0,1
3072,1536,3073,76,8,14202754,1000,1,1000,144,0,0
3073,1536,3072,8,76,985797246,200,1,1000,40,0,0
3074,1537,3075,220,615,26499656,500,10,1000,30,0,0
3075,1537,3074,615,220,473500344,1000,1,1,144,0,0
3076,1538,3077,26,177,349744264,5000,3000,1,288,0,0
3077,1538,3076,177,26,4650255736,0,0,1000,144,0,0
3078,1539,3079,76,8,3978305,1000,1,1000,144,0,0
3079,1539,3078,8,76,246021695,200,1,1000,40,0,0
3080,1540,3081,604,616,5901173,1000,10,1000,34,0,0
3081,1540,3080,616,604,94098827,1000,1,0,144,0,0
3082,1541,3083,616,5,240834,1000,1,1000,144,0,0
3083,1541,3082,5,616,99759166,1000,1,1000,144,0,0
3084,1542,3085,33,616,6960439,0,0,1000,40,0,3
3085,1542,3084,616,33,93039561,1000,1,1000,144,0,5
3086,1543,3087,63,86,63595043,1000,1,1000,144,0,0
3087,1543,3086,86,63,2936404957,20,6,1000,40,0,0
3088,1544,3089,2,370,705142,0,1000,1000,9,0,0
3089,1544,3088,370,2,99294858,1000,1,1000,144,0,1
3090,1545,3091,335,615,33701304,1000,23,1000,40,0,0
3091,1545,3090,615,335,466298696,1000,1,1000,144,0,0
3092,1546,3093,353,617,4369961,1,1,1000,144,0,1
3093,1546,3092,617,353,50630039,1000,1,1000,144,0,0
3094,1547,3095,219,618,131203946,2000,100,1000,200,0,0
3095,1547,3094,618,219,1268796054,1000,1,1000,144,0,0
3096,1548,3097,87,618,132908895,1,19,1000,40,0,0
3097,1548,3096,618,87,1267091105,1000,1,1000,144,0,0
3098,1549,3099,520,619,2094204,69420,69,1000,40,0,0
3099,1549,3098,619,520,58979796,1000,1,1000,144,0,0
3100,1550,3101,620,513,36334082,1000,1,1000,144,0,5
3101,1550,3100,513,620,463665918,0,1,1000,144,0,1
3102,1551,3103,601,513,46567904,1000,1,1000,144,0,0
3103,1551,3102,513,601,483432096,0,1,1000,144,0,0
3104,1552,3105,621,622,2906599,1000,1,1000,144,0,0
3105,1552,3104,622,621,207093401,0,10,1000,144,0,0
3106,1553,3107,513,595,24961518,0,1,1000,144,0,0
3107,1553,3106,595,513,475038482,1000,1,1000,144,0,1
3108,1554,3109,241,513,23930595,1000,1,1000,144,0,0
3109,1554,3108,513,241,476069405,0,1,1000,144,0,0
3110,1555,3111,392,513,157679957,1000,1,1000,144,0,0
3111,1555,3110,513,392,1842320043,0,1,1000,144,0,0
3112,1556,3113,501,451,4983673,1000,1,1000,144,0,0
3113,1556,3112,451,501,795016327,10,1,1000,144,0,0
3114,1557,3115,611,513,421234703,1000,1,1000,144,0,1
3115,1557,3114,513,611,11578765297,0,1,1000,144,0,0
3116,1558,3117,560,281,4117880,1000,1,1000,144,0,0
3117,1558,3116,281,560,736811120,0,100,1000,24,0,0
3118,1559,3119,513,623,3194419,0,1,0,144,0,1
3119,1559,3118,623,513,46805581,1000,10,1000,14,0,1
3120,1560,3121,501,345,67310949,1000,1,1000,144,0,0
3121,1560,3120,345,501,732689051,1,1,1000,144,0,0
3122,1561,3123,24,189,45958484,800,10,0,144,0,0
3123,1561,3122,189,24,1454041516,1000,10,1000,14,0,0
3124,1562,3125,54,560,41593967,1000,1,1000,144,0,0
3125,1562,3124,560,54,424071033,1000,1,1000,144,0,0
3126,1563,3127,624,344,14507586,1000,1,1000,144,0,2
3127,1563,3126,344,624,210212414,1,1,1000,144,0,1
3128,1564,3129,54,502,18862861,1000,1,1000,144,0,0
3129,1564,3128,502,54,418951139,1000,1,1000,144,0,0
3130,1565,3131,139,177,472168943,489,1000,1,144,0,1
3131,1565,3130,177,139,4527831057,0,0,1000,144,0,3
3132,1566,3133,94,177,472914538,1000,1,1,144,0,0
3133,1566,3132,177,94,4527085462,0,0,1000,144,0,2
3134,1567,3135,177,40,192915602,0,0,1000,144,0,1
3135,1567,3134,40,177,4807084398,1000,1900,1,144,0,0
3136,1568,3137,250,177,133351023,1000,1,1,40,0,0
3137,1568,3136,177,250,4866648977,0,0,1000,144,0,0
3138,1569,3139,377,177,158066306,1000,1,1,144,0,0
3139,1569,3138,177,377,4841933694,0,0,1000,144,0,1
3140,1570,3141,220,177,136346765,500,10,1,30,0,0
3141,1570,3140,177,220,4863653235,0,0,1,144,0,0
3142,1571,3143,250,177,114350567,1000,1,1,40,0,0
3143,1571,3142,177,250,4885649433,0,0,1000,144,0,0
3144,1572,3145,451,189,30375281,20,1,0,144,0,0
3145,1572,3144,189,451,669624719,1000,10,1000,14,0,0
3146,1573,3147,115,177,284177601,450,1,1,144,0,0
3147,1573,3146,177,115,4715822399,0,0,450,144,0,1
3148,1574,3149,76,177,22758012,1000,1,1,144,0,1
3149,1574,3148,177,76,227241988,1000,100,1000,144,0,0
3150,1575,3151,370,513,34991877,1000,1,1000,144,0,0
3151,1575,3150,513,370,965008123,0,1,1000,144,0,0
3152,1576,3153,177,1,123591180,0,0,1000,144,0,3
3153,1576,3152,1,177,4876408820,1000,1,1,144,0,3
3154,1577,3155,31,354,111226694,1000,1,1000,144,0,0
3155,1577,3154,354,31,1388773306,1,1,1000,144,0,0
3156,1578,3157,356,625,2978017,1,1,1000,144,0,2
3157,1578,3156,625,356,95627983,1000,1,1000,144,0,2
3158,1579,3159,626,513,68769878,1000,1,1000,144,0,0
3159,1579,3158,513,626,931230122,0,1,1000,144,0,1
3160,1580,3161,141,627,13807974,1000,100,1,144,0,0
3161,1580,3160,627,141,508192026,1000,100,1000,144,0,0
3162,1581,3163,177,4,51672980,0,0,1000,144,0,2
3163,1581,3162,4,177,4948327020,1000,1,1,144,0,1
3164,1582,3165,177,466,155794142,0,0,1000,144,0,3
3165,1582,3164,466,177,4844205858,1000,1,1,144,0,1
3166,1583,3167,392,177,156297507,1000,1,1,144,0,0
3167,1583,3166,177,392,4843702493,0,0,1000,144,0,0
3168,1584,3169,220,189,133890950,500,10,0,30,0,0
3169,1584,3168,189,220,1366109050,1000,10,1,14,0,0
3170,1585,3171,385,2,12933100,1000,10,1000,34,0,0
3171,1585,3170,2,385,287066900,0,1000,1000,18,0,0
3172,1586,3173,354,602,5746914,1,1,1000,144,0,0
3173,1586,3172,602,354,94253086,1000,1,1000,144,0,0
3174,1587,3175,343,602,6558661,1,1,1000,144,0,0
3175,1587,3174,602,343,75771339,1000,1,1000,144,0,1
3176,1588,3177,594,355,936775251,850,42,1000,144,0,2
3177,1588,3176,355,594,15840439749,1,1,1000,144,0,0
3178,1589,3179,358,594,950722788,1,1,1000,144,0,0
3179,1589,3178,594,358,15826492212,850,42,1000,144,0,1
3180,1590,3181,602,628,8617305,1000,1,1000,144,0,0
3181,1590,3180,628,602,91382695,1000,1,1000,144,0,0
3182,1591,3183,533,281,46836522,1000,1,1000,144,0,0
3183,1591,3182,281,533,453163478,0,100,1000,24,0,0
3184,1592,3185,76,252,13413083,1000,1,1000,144,0,1
3185,1592,3184,252,76,236586917,0,10,1000,144,0,0
3186,1593,3187,2,40,9983949,0,1000,1000,18,0,1
3187,1593,3186,40,2,290016051,1000,1900,1000,144,0,1
3188,1594,3189,258,2,9555064,100,10,1000,72,0,2
3189,1594,3188,2,258,290444936,0,1000,1000,18,0,2
3190,1595,3191,422,189,173004882,1,0,0,144,0,0
3191,1595,3190,189,422,1826995118,1000,10,1000,14,0,0
3192,1596,3193,520,627,49941229,69420,69,1,40,0,0
3193,1596,3192,627,520,472058771,1000,100,1000,144,0,0
3194,1597,3195,2,627,1912484,0,1000,1000,9,0,1
3195,1597,3194,627,2,520087516,1000,100,1000,144,0,0
3196,1598,3197,581,79,991231,1000,1,1000,144,0,0
3197,1598,3196,79,581,99008769,1000,1,1000,144,0,0
3198,1599,3199,62,2,1906510,850,84,1000,142,0,0
3199,1599,3198,2,62,298093490,0,0,1000,18,0,0
3200,1600,3201,513,629,14199459,0,1,1000,144,0,1
3201,1600,3200,629,513,985800541,1000,1,1000,144,0,0
3202,1601,3203,630,332,18992797,1000,1,1000,144,0,2
3203,1601,3202,332,630,6381007203,1,1,1000,144,0,1
3204,1602,3205,241,340,21894826,1000,1,1000,144,0,1
3205,1602,3204,340,241,878105174,1,1,1000,144,0,0
3206,1603,3207,513,631,58525440,0,1,1000,144,0,0
3207,1603,3206,631,513,941474560,1000,1,1000,144,0,2
3208,1604,3209,614,342,4303157,1000,1,1000,144,0,0
3209,1604,3208,342,614,495696843,1,1,1000,144,0,2
3210,1605,3211,614,345,1395491,1000,1,1000,144,0,0
3211,1605,3210,345,614,498604509,1,1,1000,144,0,0
3212,1606,3213,614,46,7593415,1000,1,1000,144,0,0
3213,1606,3212,46,614,492406585,1000,1,1000,144,0,0
3214,1607,3215,632,513,6956706,1000,1,1000,144,0,2
3215,1607,3214,513,632,393043294,0,1,1000,144,0,4
3216,1608,3217,513,633,31726879,0,1,1000,144,0,6
3217,1608,3216,633,513,635272121,1000,1,1000,144,0,0
3218,1609,3219,335,281,16758609,1000,23,1000,40,0,0
3219,1609,3218,281,335,316241391,0,100,1000,24,0,0
3220,1610,3221,627,177,25801758,1000,100,1,144,0,0
3221,1610,3220,177,627,496198242,1000,100,1,144,0,0
3222,1611,3223,58,627,46761946,1000,1,1,144,0,0
3223,1611,3222,627,58,475238054,1000,100,1000,144,0,0
3224,1612,3225,54,627,2759868,1000,1,1,144,0,0
3225,1612,3224,627,54,348407132,1000,100,1000,144,0,0
3226,1613,3227,520,619,147039,69420,69,1000,40,0,0
3227,1613,3226,619,520,19852961,1000,1,1000,144,0,0
3228,1614,3229,54,505,42643573,1000,1,1000,144,0,0
3229,1614,3228,505,54,404584427,1000,1,1000,144,0,0
3230,1615,3231,359,634,9532737,1,1,1000,144,0,0
3231,1615,3230,634,359,240467263,1000,1,1000,144,0,0
3232,1616,3233,513,43,3571954,0,1,1000,144,0,1
3233,1616,3232,43,513,1996428046,1000,1,1000,144,0,1
3234,1617,3235,384,332,34417832,500,1,1000,144,0,1
3235,1617,3234,332,384,403011168,1,1,1000,144,0,2
3236,1618,3237,346,619,2681424,1,1,1000,144,0,0
3237,1618,3236,619,346,97318576,1000,1,1000,144,0,0
3238,1619,3239,619,40,7364870,1000,1,1000,144,0,0
3239,1619,3238,40,619,92635130,1000,1900,1000,144,0,0
3240,1620,3241,46,619,1973660,1000,1,1000,144,0,0
3241,1620,3240,619,46,98026340,1000,1,1000,144,0,1
3242,1621,3243,619,1,1873081,1000,1,1000,144,0,0
3243,1621,3242,1,619,97514919,1000,1,1000,144,0,0
3244,1622,3245,619,345,895815,1000,1,1000,144,0,1
3245,1622,3244,345,619,71282185,1,1,1000,144,0,0
3246,1623,3247,236,177,478515438,1000,1,1,144,0,0
3247,1623,3246,177,236,4521484562,0,0,1000,144,0,0
3248,1624,3249,381,177,447564916,1000,1,1,144,0,0
3249,1624,3248,177,381,4552435084,0,0,1000,144,0,3
3250,1625,3251,177,319,410542144,0,0,1000,144,0,0
3251,1625,3250,319,177,4589457856,1000,1,1,144,0,0
3252,1626,3253,54,635,2456542,1000,1,1000,144,0,1
3253,1626,3252,635,54,380699458,1000,1,1000,144,0,0
3254,1627,3255,636,513,10745603,1000,1,1000,144,0,0
3255,1627,3254,513,636,489254397,0,1,1000,144,0,3
3256,1628,3257,27,551,12850946,1000,1,1000,144,0,0
3257,1628,3256,551,27,175757054,1000,1,1000,144,0,0
3258,1629,3259,54,634,9416119,1000,1,1000,144,0,0
3259,1629,3258,634,54,90583881,1000,1,1000,144,0,0
3260,1630,3261,611,350,178889509,1000,1,1000,144,0,0
3261,1630,3260,350,611,3097105491,1,1,1000,144,0,0
3262,1631,3263,513,637,40184393,0,1,1000,144,0,2
3263,1631,3262,637,513,959815607,1000,1,1000,144,0,1
3264,1632,3265,594,58,29942854,850,42,1000,144,0,0
3265,1632,3264,58,594,1970057146,1000,1,1000,144,0,0
3266,1633,3267,384,638,26748006,500,1,1000,144,0,0
3267,1633,3266,638,384,973251994,1000,1,1000,144,0,0
3268,1634,3269,639,384,15784302,1000,1,1000,144,0,0
3269,1634,3268,384,639,684215698,500,1,1000,144,0,0
3270,1635,3271,640,342,6164253,1000,1,1000,144,0,4
3271,1635,3270,342,640,104093747,1,1,1000,144,0,3
3272,1636,3273,513,515,7378688,0,1,1000,144,0,1
3273,1636,3272,515,513,92621312,1000,1,1000,144,0,0
3274,1637,3275,354,641,133386,1,1,1000,144,0,1
3275,1637,3274,641,354,19866614,1000,1,1000,144,0,0
3276,1638,3277,360,77,94936045,1,10,1000,40,0,1
3277,1638,3276,77,360,1905063955,1000,1700,1000,30,0,0
3278,1639,3279,107,513,284372967,1000,1,1000,144,0,0
3279,1639,3278,513,107,16215627033,0,1,1000,144,0,1
3280,1640,3281,642,332,13350254,1000,1,1000,144,0,0
3281,1640,3280,332,642,486649746,1,1,1000,144,0,1
3282,1641,3283,513,643,31762719,0,1,1000,144,0,0
3283,1641,3282,643,513,968237281,1000,1,1000,144,0,3
3284,1642,3285,54,644,40293289,1000,1,1,144,0,1
3285,1642,3284,644,54,361964711,1000,100,1000,144,0,3
3286,1643,3287,582,513,6778196,1000,1,1000,144,0,1
3287,1643,3286,513,582,1493221804,0,1,1000,144,0,2
3288,1644,3289,54,645,24529986,1000,1,1000,144,0,1
3289,1644,3288,645,54,361339014,1000,1,1000,144,0,0
3290,1645,3291,646,343,404482126,1000,1,1000,144,0,2
3291,1645,3290,343,646,4095517874,1,1,1000,144,0,0
3292,1646,3293,646,326,86364452,1000,1,1000,144,0,0
3293,1646,3292,326,646,1413521548,1,1,1000,144,0,0
3294,1647,3295,2,546,9152597,0,0,1000,9,0,1
3295,1647,3294,546,2,290847403,1000,1,1000,144,0,3
3296,1648,3297,54,647,27340740,1000,1,0,144,0,0
3297,1648,3296,647,54,366043260,1000,10,1000,14,0,1
3298,1649,3299,468,648,2647954,1000,1,1000,144,0,2
3299,1649,3298,648,468,57352046,1000,1,1000,144,0,2
3300,1650,3301,2,278,24447043,0,0,1000,18,0,0
3301,1650,3300,278,2,308872957,1000,100,1000,34,0,1
3302,1651,3303,513,635,380037338,0,1,1000,144,0,2
3303,1651,3302,635,513,9619962662,1000,1,1000,144,0,0
3304,1652,3305,513,635,167856736,0,1,1000,144,0,0
3305,1652,3304,635,513,9832143264,1000,1,1000,144,0,0
3306,1653,3307,2,319,16240158,0,1000,1000,18,0,0
3307,1653,3306,319,2,337511842,1000,1,1000,144,0,0
3308,1654,3309,54,319,5812727,1000,1,1000,144,0,0
3309,1654,3308,319,54,332734273,1000,1,1000,144,0,0
3310,1655,3311,353,649,5671743,1,1,1000,144,0,0
3311,1655,3310,649,353,994328257,1000,1,1000,144,0,0
3312,1656,3313,359,40,326296086,1,1,1000,144,0,0
3313,1656,3312,40,359,3673703914,1000,1900,1000,144,0,0
3314,1657,3315,513,650,15122456,0,1,1000,144,0,0
3315,1657,3314,650,513,284877544,1000,1,1000,144,0,5
3316,1658,3317,54,651,13556554,1000,1,1000,144,0,0
3317,1658,3316,651,54,318170446,1000,1,1000,144,0,1
3318,1659,3319,652,332,107548,1000,1,1000,144,0,0
3319,1659,3318,332,652,299892452,1,1,1000,144,0,1
3320,1660,3321,54,652,5234034,1000,1,1000,144,0,0
3321,1660,3320,652,54,383030966,1000,1,1000,144,0,0
3322,1661,3323,653,513,66129100,1000,1,1000,144,0,2
3323,1661,3322,513,653,823870900,0,1,1000,144,0,1
3324,1662,3325,519,60,108581278,1000,1,1000,144,0,0
3325,1662,3324,60,519,2871418722,100,10,1000,144,0,0
3326,1663,3327,27,77,160211812,1000,1,1000,144,0,1
